date,h,min,time,Odr_1,Odr_2,Count,paper1,paper2,paper3
2020/1/1,20,59,20:59,37.14285714,42.38095238,0,70.3952381,54.76666667,26.43809524
2020/1/1,21,30,21:30,37.22727273,40.36363636,0,70.04090909,54.78181818,26.85909091
2020/1/1,21,59,21:59,36.68181818,39.45454545,0,70.27727273,55.25909091,26.46818182
2020/1/1,22,30,22:30,36.95652174,39.2173913,0,70.36521739,54.6173913,25.13913043
2020/1/1,22,59,22:59,37.36363636,40.11363636,0,70.48181818,54.39545455,26.70454545
2020/1/2,5,59,5:59,43,43,0,68.8,53.2,25.4
2020/1/2,6,30,6:30,35.0625,36.85416667,0,69.6125,54.97083333,25.875
2020/1/2,6,59,6:59,32.80952381,36.47619048,0,70.40952381,55.22380952,26.19047619
2020/1/2,7,30,7:30,34.3125,35.79166667,0,70.01666667,55.67916667,27.20416667
2020/1/2,7,59,7:59,34.04545455,36.93181818,0,70.64090909,55.96818182,27.9
2020/1/2,8,30,8:30,35.7173913,37.97826087,0,68.86521739,55.56521739,28.34347826
2020/1/2,8,59,8:59,36.04545455,39.70454545,0,66.18636364,54.94545455,27.98181818
2020/1/2,9,30,9:30,36.20454545,44.20454545,0,66.66363636,54.34090909,28.74545455
2020/1/2,9,59,9:59,36.97727273,43.63636364,0,66.61818182,54.87272727,28.55909091
2020/1/2,10,30,10:30,37.5,42.08695652,20,65.95217391,54.4826087,28.07391304
2020/1/2,10,59,10:59,36.97727273,43.02272727,20,65.87272727,54.09545455,25.17272727
2020/1/2,11,30,11:30,39,42.30434783,20,65.92608696,54.51304348,24.6173913
2020/1/2,11,59,11:59,37.7173913,41.15217391,20,65.83043478,54.46956522,24.3173913
2020/1/2,12,30,12:30,38.97727273,55.52272727,20,64.26818182,54.08181818,21.59090909
2020/1/2,12,59,12:59,39.37962963,45.2654321,90,64.26666667,54.6962963,20.15925926
2020/1/2,13,30,13:30,38.17391304,40.73188406,90,64.08695652,52.78695652,19.2
2020/1/2,13,59,13:59,38.76190476,55.14285714,90,63.26190476,52.53333333,20.04285714
2020/1/2,14,30,14:30,38.34782609,46.47826087,90,63.10434783,51.96086957,17.09565217
2020/1/2,14,59,14:59,40.7826087,43.58695652,100,62.39130435,52.40434783,16.79130435
2020/1/2,15,30,15:30,40.52173913,49.60869565,100,61.0826087,51.99130435,17.31304348
2020/1/2,15,59,15:59,40.52173913,47.15217391,100,61.11304348,52.73478261,14.1826087
2020/1/2,16,30,16:30,42.02,50.36,120,59.016,52.628,50.538
2020/1/2,16,59,16:59,40.59090909,44.40909091,120,57.63181818,52.82272727,100
2020/1/2,17,30,17:30,40.0625,43.72916667,130,55.825,52.52083333,99.75
2020/1/2,17,59,17:59,40.81818182,45.22727273,130,56.11363636,52.45454545,98.95454545
2020/1/2,18,30,18:30,41.13636364,43.52272727,130,55.98181818,52.33636364,99.03181818
2020/1/2,18,59,18:59,39.68181818,43.20454545,130,55.79545455,52.27272727,98.98636364
2020/1/2,19,30,19:30,38.95652174,48.93478261,130,56.16521739,52.30434783,95.79565217
2020/1/2,19,59,19:59,38.26086957,45.76086957,130,55.61304348,52.19565217,95.8826087
2020/1/2,20,30,20:30,41.09090909,42.75,130,55.51818182,50.7,95.48636364
2020/1/2,20,59,20:59,41.13043478,42,130,55.87391304,51.87391304,95.45217391
2020/1/2,21,30,21:30,40.60869565,42.7826087,130,56.22608696,51.87391304,95.38695652
2020/1/2,21,59,21:59,39.79545455,43.56818182,130,55.35454545,50.95454545,95.4
2020/1/2,22,30,22:30,40.2826087,43.73913043,130,55.44347826,51.2173913,95.48695652
2020/1/2,22,59,22:59,41.73809524,46.61904762,130,55.02380952,51.14285714,95.58095238
2020/1/3,5,59,5:59,44,43,0,53,50,95.1
2020/1/3,6,30,6:30,36.10416667,42.16666667,0,55.10416667,50.55,95.4
2020/1/3,6,59,6:59,35,39.7,0,54.615,51.28,95.375
2020/1/3,7,30,7:30,35.41666667,38.83333333,0,54.73333333,51.85416667,95.50833333
2020/1/3,7,59,7:59,37.14285714,42.19047619,0,56.39047619,51.66666667,95.7
2020/1/3,8,30,8:30,37.85416667,43.3125,0,55.95,52.55833333,95.82916667
2020/1/3,8,59,8:59,41.76086957,45.04347826,10,55.09565217,52.79565217,93.12173913
2020/1/3,9,30,9:30,43.29545455,48.45454545,10,52.27727273,52.91818182,92.69090909
2020/1/3,9,59,9:59,44.81818182,50.52272727,10,52.26818182,51.92272727,92.83181818
2020/1/3,10,30,10:30,42.9375,49.3125,20,52.49166667,52.22916667,90.50833333
2020/1/3,10,59,10:59,41.29545455,46.61363636,20,52.60909091,52.28181818,89.74545455
2020/1/3,11,30,11:30,39.5,46.56818182,20,52.39545455,52.38181818,89.70454545
2020/1/3,11,59,11:59,40.65217391,43.15217391,30,51.93043478,50.96521739,89.3826087
2020/1/3,12,30,12:30,38.82608696,43.63043478,30,51.93478261,50.77391304,86.09565217
2020/1/3,12,59,12:59,40.20289855,45.5942029,50,50.74782609,49.73913043,85.42173913
2020/1/3,13,30,13:30,38.95833333,45.45833333,60,47.38333333,50.525,84.15833333
2020/1/3,13,59,13:59,37.61363636,42.93181818,60,47.11818182,49.8,83.50909091
2020/1/3,14,30,14:30,38.11111111,39.34722222,70,47.05833333,50.32916667,83.15416667
2020/1/3,14,59,14:59,38.27777778,45.27777778,70,45.18888889,50.16666667,80.78888889
2020/1/3,15,30,15:30,40.95652174,45.58695652,70,45.54782609,50.83913043,78.87391304
2020/1/3,15,59,15:59,39.19444444,43.65972222,80,45.78333333,50.4125,78.90416667
2020/1/3,16,30,16:30,38.70454545,46.09090909,90,44.04545455,50.75909091,77.84090909
2020/1/3,16,59,16:59,40.08695652,45.02173913,100,43.02608696,50.42173913,76.36086957
2020/1/3,17,30,17:30,39.54545455,48.95454545,100,43.38636364,51.37272727,73.93181818
2020/1/3,17,59,17:59,42.31818182,45.63636364,100,43.23181818,50.48636364,72.74090909
2020/1/3,18,30,18:30,42.15217391,48.67391304,100,43.6,50.49565217,72.53043478
2020/1/3,18,59,18:59,43.18181818,59.22727273,100,43.16818182,50.43181818,70.51818182
2020/1/3,19,30,19:30,42.10869565,50.54347826,100,43.53913043,50.53043478,70.33478261
2020/1/3,19,59,19:59,43.06521739,47.69565217,100,42.63043478,50.72608696,70.2826087
2020/1/3,20,30,20:30,41.36363636,51.29545455,100,42.62727273,49.76363636,70.22272727
2020/1/3,20,59,20:59,42.63636364,51.65909091,100,41.81363636,49.08181818,69.64090909
2020/1/3,21,30,21:30,42.82608696,47.84782609,100,42.04782609,48.47826087,69.30869565
2020/1/3,21,59,21:59,43.38636364,47.95454545,100,41.92727273,48.96363636,69.47272727
2020/1/3,22,30,22:30,44.68181818,48.95454545,100,42.38181818,49.18181818,69.54090909
2020/1/3,22,59,22:59,44.54761905,49.52380952,100,42.38571429,49.06190476,69.28095238
2020/1/4,5,59,5:59,48,46,0,41.8,48.6,69.1
2020/1/4,6,30,6:30,39.08695652,43.2826087,0,41.82173913,49.24347826,69.27391304
2020/1/4,6,59,6:59,38.9047619,42.85714286,0,42.06190476,49.51428571,69.97619048
2020/1/4,7,30,7:30,38.69565217,43.73913043,0,41.63913043,49.4,70.06956522
2020/1/4,7,59,7:59,38.92857143,43.26190476,0,41.86190476,49.4,70.41904762
2020/1/4,8,30,8:30,39.60869565,43.97826087,0,42.16086957,49.30869565,69.89130435
2020/1/4,8,59,8:59,41.31818182,43.84090909,0,41.45454545,49.09545455,69.65
2020/1/4,9,30,9:30,41.2826087,45.80434783,0,41.82608696,49.29565217,70.15652174
2020/1/4,9,59,9:59,43.5,46.11363636,0,42.76818182,48.91363636,69.40454545
2020/1/4,10,30,10:30,42.43181818,45.88636364,0,42.22272727,49.40454545,69.42727273
2020/1/4,10,59,10:59,42.7173913,47.17391304,0,41.4826087,49.16956522,69.96086957
2020/1/4,11,30,11:30,41.61363636,46.45454545,0,42.04090909,49.42272727,70.13181818
2020/1/4,11,59,11:59,41.45454545,49.11363636,0,42.33636364,49.44090909,69.7
2020/1/4,12,30,12:30,41.7173913,46.56521739,0,42.52608696,48.79130435,69.46956522
2020/1/4,12,59,12:59,42.26086957,46.67391304,0,41.71304348,49.50434783,70.0173913
2020/1/4,13,30,13:30,41.26086957,48.80434783,0,41.94347826,49.16956522,70.03478261
2020/1/4,13,59,13:59,41.22727273,45.34090909,0,42.21818182,49.01363636,69.89090909
2020/1/4,14,30,14:30,41.47826087,45.54347826,0,42.21304348,48.92173913,69.54347826
2020/1/4,14,59,14:59,39.84090909,44.63636364,0,41.69545455,49.30454545,69.62727273
2020/1/4,15,30,15:30,39.34782609,44.76086957,0,41.53043478,48.8173913,69.95217391
2020/1/4,15,59,15:59,40.45454545,45.20454545,0,41.94545455,49.40454545,70
2020/1/4,16,30,16:30,39.91304348,44.84782609,0,41.83043478,49.9826087,69.95217391
2020/1/4,16,59,16:59,39.22727273,46.70454545,0,41.54090909,49.16363636,70.08636364
2020/1/4,17,30,17:30,39.73913043,43.47826087,0,42.0173913,49.23478261,70.01304348
2020/1/4,17,59,17:59,40.7826087,44.97826087,0,42.99565217,49.64347826,70.01304348
2020/1/4,18,30,18:30,39.93478261,42.80434783,0,42.2,49.38695652,69.85652174
2020/1/4,18,59,18:59,40.65909091,43.31818182,0,42.75,49.18636364,70.27272727
2020/1/4,19,30,19:30,40.39130435,42.15217391,0,43.47826087,49.62173913,70.39130435
2020/1/4,19,59,19:59,40.54545455,44.04545455,0,42.35909091,48.65909091,69.80454545
2020/1/4,20,30,20:30,40.47826087,44.32608696,0,42.05652174,49.38695652,69.86086957
2020/1/4,20,59,20:59,40.2826087,43.56521739,0,42.66521739,49.46521739,69.7
2020/1/4,21,30,21:30,40.26086957,43.7826087,0,41.9173913,49.14782609,70.62608696
2020/1/4,21,59,21:59,39.72727273,43.15909091,0,43.04090909,48.7,70.39545455
2020/1/4,22,30,22:30,40.91304348,42.93478261,0,42.84782609,49.26956522,70.00869565
2020/1/4,22,59,22:59,40.1,46.025,0,42.275,49.855,69.415
2020/1/5,5,59,5:59,45,47,0,41.8,48.6,69.1
2020/1/5,6,30,6:30,37.10416667,41.79166667,0,41.57083333,49.20833333,69.2875
2020/1/5,6,59,6:59,35.07142857,39.97619048,0,42.51428571,48.88095238,69.6
2020/1/5,7,30,7:30,35.9375,39.14583333,0,41.8625,49.09166667,69.44166667
2020/1/5,7,59,7:59,37.07142857,39.85714286,0,42.2,49.46666667,69.94285714
2020/1/5,8,30,8:30,36.33333333,39.52083333,0,42.075,49.59583333,69.90416667
2020/1/5,8,59,8:59,37.02380952,40.19047619,0,41.53333333,49.62380952,70.24761905
2020/1/5,9,30,9:30,37.69565217,39.47826087,0,42.01304348,50.04347826,69.74347826
2020/1/5,9,59,9:59,37.69047619,41.02380952,0,42.01428571,49.8047619,70.21428571
2020/1/5,10,30,10:30,37.19565217,41.58695652,0,41.99130435,49.86086957,70.43478261
2020/1/5,10,59,10:59,38.18181818,43.97727273,0,42.70909091,50.1,71.27272727
2020/1/5,11,30,11:30,36.88636364,43.84090909,0,43.44090909,49.69090909,70.74090909
2020/1/5,11,59,11:59,38.09090909,42.47727273,0,42.81363636,50.3,70.65
2020/1/5,12,30,12:30,37.39130435,42.32608696,0,42.33043478,50.36956522,70.54347826
2020/1/5,12,59,12:59,38.17391304,43.32608696,0,42.63043478,50.60869565,70.77826087
2020/1/5,13,30,13:30,37.34782609,41.45652174,0,43.43913043,50.06521739,71.00869565
2020/1/5,13,59,13:59,38.31818182,43.97727273,0,42.54545455,50.38181818,70.89545455
2020/1/5,14,30,14:30,37.79545455,42.47727273,0,42.93181818,50.10909091,71.2
2020/1/5,14,59,14:59,37.68181818,40.38636364,0,42.74090909,50.25909091,70.48181818
2020/1/5,15,30,15:30,38.08695652,42.7826087,0,42.89130435,50.27391304,70.9173913
2020/1/5,15,59,15:59,38.58695652,44.2826087,0,42.13913043,49.94782609,70.73043478
2020/1/5,16,30,16:30,38.80952381,44.83333333,0,41.77619048,50.14285714,70.05238095
2020/1/5,16,59,16:59,38.13636364,41.75,0,42.65,48.90454545,69.81363636
2020/1/5,17,30,17:30,37.13043478,41.91304348,0,42.61304348,48.06956522,69.47391304
2020/1/5,17,59,17:59,36.65217391,41.19565217,0,41.63478261,49.13913043,69.49130435
2020/1/5,18,30,18:30,37.04347826,40.86956522,0,42.12173913,48.92608696,69.28695652
2020/1/5,18,59,18:59,39.04545455,41.43181818,0,42.10909091,48.86363636,69.53636364
2020/1/5,19,30,19:30,40.08695652,42.41304348,0,41.76956522,49.24782609,69.50869565
2020/1/5,19,59,19:59,38.13636364,40.93181818,0,41.78181818,48.99090909,69.74090909
2020/1/5,20,30,20:30,38.02272727,41.63636364,0,41.20909091,49.48181818,69.69545455
2020/1/5,20,59,20:59,39.56818182,43.93181818,0,41.58636364,49.49545455,70.04090909
2020/1/5,21,30,21:30,39.39130435,44.13043478,0,41.17391304,48.83043478,69.24347826
2020/1/5,21,59,21:59,40.27272727,42.45454545,0,41.99545455,49.46818182,69.56818182
2020/1/5,22,30,22:30,39.43478261,47.45652174,0,42.35652174,48.60434783,70.04782609
2020/1/5,22,59,22:59,39.88095238,42.19047619,0,42.76190476,49.26666667,69.15714286
2020/1/6,5,59,5:59,47,50,0,41,48.5,69.1
2020/1/6,6,30,6:30,40.66666667,45.60416667,0,41.1875,48.8875,69.49166667
2020/1/6,6,59,6:59,39.85714286,45.5,0,41.52380952,49.2952381,69.4952381
2020/1/6,7,30,7:30,39.54166667,47.52083333,0,42.60416667,49.37916667,70.1
2020/1/6,7,59,7:59,40.06060606,43.58333333,10,42.5,50.36818182,70.52272727
2020/1/6,8,30,8:30,40.94444444,49.00694444,10,40.67083333,50.55,70.58333333
2020/1/6,8,59,8:59,50.02380952,70.57142857,20,38.75714286,50.51428571,70.10952381
2020/1/6,9,30,9:30,46.39583333,58.91666667,20,37.50416667,50.48333333,68.45833333
2020/1/6,9,59,9:59,50,59.43478261,30,38.3173913,50.54347826,66.5
2020/1/6,10,30,10:30,44.52272727,54.40909091,30,35.34545455,50.82727273,62.11363636
2020/1/6,10,59,10:59,44.38636364,52.68181818,30,35.17727273,50.44090909,62.99545455
2020/1/6,11,30,11:30,42.38636364,49.18181818,30,34.36818182,50.59090909,63.58636364
2020/1/6,11,59,11:59,42.91,48.66,70,34.848,50.736,58.52
2020/1/6,12,30,12:30,43.09722222,53.0625,90,35.10416667,50.30833333,54.83333333
2020/1/6,12,59,12:59,42.048,50.66,120,32.544,49.408,52.876
2020/1/6,13,30,13:30,42.72435897,46.6474359,140,32.51153846,47.63076923,53.49615385
2020/1/6,13,59,13:59,41.52173913,44.67391304,150,30.7826087,47.66956522,50.64782609
2020/1/6,14,30,14:30,43.13043478,46.2826087,150,30.98695652,47.87391304,47.28695652
2020/1/6,14,59,14:59,42.71428571,47.26190476,150,32.5047619,46.85714286,47.25238095
2020/1/6,15,30,15:30,44.10144928,47.61594203,160,31.1,47.1,45.34347826
2020/1/6,15,59,15:59,43.8030303,49.46969697,160,29.78636364,47.49545455,42.65454545
2020/1/6,16,30,16:30,44.18,50.24666667,190,28.032,48.088,41.904
2020/1/6,16,59,16:59,45.73913043,48.54347826,200,27.48695652,47.69130435,37.46521739
2020/1/6,17,30,17:30,47.63636364,50.5,210,27.98181818,48.23181818,30.33636364
2020/1/6,17,59,17:59,47.17391304,50.34782609,210,28.34782609,47.36956522,28.2826087
2020/1/6,18,30,18:30,48.06521739,54.34782609,210,30.06086957,47.92173913,27.04347826
2020/1/6,18,59,18:59,48.90909091,52.93181818,210,27.76818182,48.24545455,26.1
2020/1/6,19,30,19:30,49.39130435,58.76086957,210,28.11304348,49.3826087,25.47826087
2020/1/6,19,59,19:59,48.59090909,55.63636364,210,29.00454545,47.72727273,25.58181818
2020/1/6,20,30,20:30,50.43478261,52.69565217,210,27.25652174,47.3173913,22.87826087
2020/1/6,20,59,20:59,51.40909091,54.95454545,210,26.75909091,45.86363636,22.92272727
2020/1/6,21,30,21:30,50.7173913,54.54347826,210,26.20869565,47.09565217,24.1826087
2020/1/6,21,59,21:59,51.86956522,56.13043478,210,26.14782609,46.43913043,23.6826087
2020/1/6,22,30,22:30,51.06818182,56.20454545,210,26.46363636,46.74545455,24.80909091
2020/1/6,22,59,22:59,52.42857143,60.73809524,210,26.62857143,46.19047619,24.12857143
2020/1/7,5,59,5:59,53,53,0,19.8,45.1,22.5
2020/1/7,6,30,6:30,46.20454545,49.54545455,0,24.98181818,45.67272727,23.86363636
2020/1/7,6,59,6:59,43.14285714,49.69047619,0,26.14285714,47.16666667,23.28095238
2020/1/7,7,30,7:30,43.20833333,49.39583333,0,26.85416667,48.1,24.85416667
2020/1/7,7,59,7:59,44.04761905,49.5,0,28.5047619,47.62380952,25.78095238
2020/1/7,8,30,8:30,43.91304348,47.56521739,0,25.57826087,48.81304348,26.4
2020/1/7,8,59,8:59,46.99777778,59.28333333,100,24.11,46.21,25.88333333
2020/1/7,9,30,9:30,50.75735294,61.59663866,270,30.46176471,41.56764706,20.13529412
2020/1/7,9,59,9:59,50,60.25402299,360,100,36.03448276,13.43103448
2020/1/7,10,30,10:30,50.01923077,59.62179487,410,99.65384615,34.46923077,79.18461538
2020/1/7,10,59,10:59,48.5,55.83333333,420,99.58695652,33.82173913,100
2020/1/7,11,30,11:30,46.9057971,51.63043478,440,99.46086957,33.73043478,100
2020/1/7,11,59,11:59,48.1875,50.65625,490,97.3,32.2875,100
2020/1/7,12,30,12:30,46.70833333,51.29166667,510,96.65416667,30.35416667,96.57083333
2020/1/7,12,59,12:59,44.08333333,51.625,540,96.65,30.775,94.15416667
2020/1/7,13,30,13:30,44.6015625,55.2890625,680,94.53125,24.971875,92.065625
2020/1/7,13,59,13:59,45.08695652,54.60869565,710,92.70869565,16.04782609,87.39130435
2020/1/7,14,30,14:30,43.68181818,50.04545455,710,92.32272727,17.4,86.27727273
2020/1/7,14,59,14:59,42.44565217,49.86956522,740,91.86086957,48.53478261,85.40434783
2020/1/7,15,30,15:30,44.64583333,58.52083333,740,90.9875,100,83.57083333
2020/1/7,15,59,15:59,42.58333333,49.5,790,89.85384615,100,82.21538462
2020/1/7,16,30,16:30,45.06521739,50.76086957,800,89.06956522,100,79.71304348
2020/1/7,16,59,16:59,46.38636364,53.63636364,810,88.49090909,100,75.72727273
2020/1/7,17,30,17:30,44.08,49.66,830,87.668,100,73.184
2020/1/7,17,59,17:59,42.71428571,47,830,87.96666667,100,72.52857143
2020/1/7,18,30,18:30,44.86956522,49.89130435,830,87.91304348,100,72.02173913
2020/1/7,18,59,18:59,44.86363636,51.22727273,830,87.78181818,100,71.90909091
2020/1/7,19,30,19:30,44.82608696,49.23913043,830,88.06086957,100,72.60869565
2020/1/7,19,59,19:59,46.39130435,50.32608696,830,87.90434783,100,71.30869565
2020/1/7,20,30,20:30,46.56521739,51.10869565,830,87.32608696,100,70.99565217
2020/1/7,20,59,20:59,47.1,52.85,830,87.84,100,70.87
2020/1/7,21,30,21:30,47.95833333,52.625,830,87.54166667,100,70.90833333
2020/1/7,21,59,21:59,50.04761905,54.35714286,830,87.65714286,100,71.1047619
2020/1/7,22,30,22:30,48.13043478,53.06521739,830,87.52173913,100,70.8173913
2020/1/7,22,59,22:59,48.21428571,52.52380952,830,87.96190476,100,70.99047619
2020/1/8,5,59,5:59,53,53,0,86.9,100,69.9
2020/1/8,6,30,6:30,43.4375,48.66666667,0,87.10833333,100,70.70833333
2020/1/8,6,59,6:59,39.92857143,46.21428571,0,87.81428571,100,71.21428571
2020/1/8,7,30,7:30,40.52083333,43.625,0,87.80833333,100,72.44583333
2020/1/8,7,59,7:59,40.83333333,42.26190476,0,87.86190476,100,72.36190476
2020/1/8,8,30,8:30,44.14583333,48.35416667,10,87.26666667,100,72.22916667
2020/1/8,8,59,8:59,44.34090909,50.68181818,10,85.57272727,100,72.84090909
2020/1/8,9,30,9:30,43.83333333,67.0952381,10,85.28095238,100,72.53333333
2020/1/8,9,59,9:59,52.13636364,63.52272727,10,84.91363636,100,69.15454545
2020/1/8,10,30,10:30,44.10869565,49.60869565,40,84.66956522,100,69.16521739
2020/1/8,10,59,10:59,41.95454545,45.45454545,40,83.21818182,100,68.25909091
2020/1/8,11,30,11:30,42.06818182,44.77272727,40,83.05454545,100,67.57727273
2020/1/8,11,59,11:59,49.00793651,53.07142857,60,83.01904762,100,64.0952381
2020/1/8,12,30,12:30,48,60.675,60,82.785,100,60.585
2020/1/8,12,59,12:59,42.42666667,53.32666667,90,81.164,99.928,58.376
2020/1/8,13,30,13:30,39.39130435,45.14492754,90,79.85652174,99.89130435,56.73913043
2020/1/8,13,59,13:59,38.63043478,43.64492754,110,79.06521739,99.95652174,56.36956522
2020/1/8,14,30,14:30,38.32608696,41.47826087,110,79.14782609,100,56.39565217
2020/1/8,14,59,14:59,41.31818182,44.11363636,120,79.16363636,100,55.30454545
2020/1/8,15,30,15:30,40.09090909,44.88636364,120,78.98636364,100,54.02727273
2020/1/8,15,59,15:59,39.84722222,43.02083333,150,78.2,99.82083333,52.2375
2020/1/8,16,30,16:30,41.04347826,45.97101449,160,78.0826087,100,50.52608696
2020/1/8,16,59,16:59,39.97727273,43.47727273,160,77.6,100,48.25
2020/1/8,17,30,17:30,38.89583333,41.33333333,180,77.09583333,100,45.0875
2020/1/8,17,59,17:59,38.88095238,43.76190476,180,76.42857143,100,44.12857143
2020/1/8,18,30,18:30,38.65909091,41.88636364,180,75.39545455,100,43.96363636
2020/1/8,18,59,18:59,37.78571429,39.35714286,180,75.2047619,100,42.1
2020/1/8,19,30,19:30,36.70454545,40.25,180,75.07272727,100,41.32727273
2020/1/8,19,59,19:59,35.31818182,38.22727273,180,75.09545455,100,41.00454545
2020/1/8,20,30,20:30,37.63043478,38,180,75.06956522,100,41.2826087
2020/1/8,20,59,20:59,36.5,39.38636364,180,75.14090909,100,41.06818182
2020/1/8,21,30,21:30,36.56521739,41.13043478,180,74.86956522,100,40.6173913
2020/1/8,21,59,21:59,37.36363636,43.13636364,180,74.86363636,100,40.66363636
2020/1/8,22,30,22:30,37.66666667,43,180,74.87619048,100,41.09047619
2020/1/8,22,59,22:59,38.76190476,42.04761905,180,74.81428571,100,40.69047619
2020/1/9,5,59,5:59,42,40,0,74.8,100,40.5
2020/1/9,6,30,6:30,36.4375,36.5625,0,74.75833333,100,40.4125
2020/1/9,6,59,6:59,34.69047619,37.02380952,0,74.94285714,100,41.62380952
2020/1/9,7,30,7:30,35.10416667,38,0,74.84166667,100,41.6875
2020/1/9,7,59,7:59,34.5,42.28571429,0,75.11428571,100,41.35238095
2020/1/9,8,30,8:30,36.04347826,37.63043478,0,75.3826087,100,42.86956522
2020/1/9,8,59,8:59,34.87878788,41.11363636,20,75.36818182,99.17272727,42.86818182
2020/1/9,9,30,9:30,35.96,43.3,30,73.432,99.008,43.26
2020/1/9,9,59,9:59,39.17391304,54.02898551,40,73.20434783,98.86956522,41.34782609
2020/1/9,10,30,10:30,36.65217391,41.26086957,40,73.35652174,98.86086957,38.82173913
2020/1/9,10,59,10:59,35.47727273,39.22727273,50,73.57727273,98.79090909,37.89090909
2020/1/9,11,30,11:30,36.47826087,38.23913043,50,73.53478261,98.89130435,38.43913043
2020/1/9,11,59,11:59,35.11594203,41.58695652,70,72.51304348,98.73913043,34.81304348
2020/1/9,12,30,12:30,36.42028986,39.48550725,70,71.58695652,96.85652174,29.76086957
2020/1/9,12,59,12:59,36.78333333,52.08333333,150,71.21333333,96.26,28.38333333
2020/1/9,13,30,13:30,37.80454545,53.90909091,170,68.13181818,95.82272727,25.73181818
2020/1/9,13,59,13:59,38.15972222,53.4375,190,68.68333333,95.5375,24.99583333
2020/1/9,14,30,14:30,39.47826087,52.24637681,190,68.30434783,95.57391304,20.86956522
2020/1/9,14,59,14:59,36.40909091,47.18181818,190,67.95,95.72727273,17.81363636
2020/1/9,15,30,15:30,37.23188406,42.69565217,200,67.20434783,95.79130435,20.02173913
2020/1/9,15,59,15:59,38.31746032,42.83333333,210,66.82380952,95.69047619,20.00952381
2020/1/9,16,30,16:30,38.08333333,42.83333333,210,65.825,95.75,87.08333333
2020/1/9,16,59,16:59,37.95238095,43.73809524,210,66.06190476,95.85238095,100
2020/1/9,17,30,17:30,40.20138889,43.16666667,220,66.0125,95.76666667,100
2020/1/9,17,59,17:59,40.825,48.05,220,65.855,95.725,100
2020/1/9,18,30,18:30,40.97826087,47.84782609,220,65.8826087,95.63478261,100
2020/1/9,18,59,18:59,41.19565217,52.13043478,230,65.06956522,95.37391304,100
2020/1/9,19,30,19:30,39.90909091,48.43181818,230,65.22272727,95.55454545,100
2020/1/9,19,59,19:59,41.47619048,46.4047619,230,65.23809524,95.61904762,100
2020/1/9,20,30,20:30,42.04347826,47.7173913,230,64.85652174,95.53478261,100
2020/1/9,20,59,20:59,41.13636364,46.84090909,230,65.27272727,95.55909091,100
